tenure,monthly_charges,total_charges,tech_support,contract_type,churn
26,64.61704378126964,1676.799895794356,0,2,0
58,75.39794872200807,4273.42145523189,1,0,0
29,49.79549313168654,1434.104034152131,0,1,1
37,65.50756355203845,2493.911011365751,1,0,1
70,36.35537945301874,2487.203059179751,0,0,1
18,50.41238494680361,843.1175816417696,0,0,1
42,82.11063249102031,3480.493276093564,0,0,0
41,50.18000558611551,1917.0931580662266,1,1,0
38,109.97430784088716,4198.114104973484,1,2,0
34,82.84069576409897,2890.0091197657393,0,0,1
17,63.864901843598446,1042.079085871423,1,2,1
37,23.87569355541825,831.188674194581,0,0,0
25,69.95483352046713,1778.372002891655,1,0,1
27,96.47762421250891,2546.3586648664295,0,0,1
57,46.555759801241365,2694.219244857481,0,0,0
31,100.67735696487674,3066.5325694987355,0,0,1
6,45.18067660508815,359.50417639724986,0,1,1
40,102.37463879508005,4128.100834089613,0,1,0
12,28.52683416116774,344.22420044350287,1,2,0
53,106.61837088690295,5736.311404160475,0,0,1
71,69.91864509333305,5015.800987019232,1,1,0
10,49.6537589620262,514.9684284674275,1,1,1
45,46.51132504151488,1999.8486301812454,0,2,1
17,63.20105589303627,1039.3432481281473,0,0,1
26,119.9049498103645,3171.7991745130025,0,2,1
62,42.03273934375825,2541.0235371526314,1,1,0
46,30.321664887899964,1356.510421178263,1,1,1
64,78.5035168718662,4973.120190424106,1,0,1
2,68.85424664402572,157.82633460411355,0,0,1
54,72.41962710633074,3958.8404542850035,1,1,0
65,86.69354175572171,5683.310160051473,0,0,1
51,46.71440698706493,2339.7937865366985,0,0,0
53,111.06649953838884,5905.957401653042,0,2,0
36,63.567206612229036,2243.4253071879607,1,0,1
26,32.908619514246176,845.0966823834989,1,0,1
29,94.22987567339443,2758.6747994757393,0,1,1
21,84.31043526178503,1823.587907328945,1,0,0
11,51.57434024840371,459.847893049383,1,1,0
40,82.15187240340485,3291.006630706619,0,1,0
11,41.98619563689769,532.2128171823717,0,0,1
36,64.48393593405295,2333.032665109675,0,1,0
59,109.94125221673252,6490.664544426884,0,0,1
39,33.35342331607494,1272.633151752904,0,2,0
54,58.6696449987462,3237.198478321609,0,2,1
55,102.11424247203473,5590.444131201346,1,0,0
24,116.94908994061781,2801.7706890523614,0,2,0
22,65.39261364217958,1415.1268412013642,0,1,0
69,70.69996201433474,4883.707154414846,0,0,1
56,77.21719617837698,4395.445585941521,0,0,0
33,113.23481416337108,3691.4435408624126,1,0,1
36,105.82067909770298,3815.1721107299004,0,2,0
20,37.06011246216443,760.7554742540791,0,0,1
62,63.6757817847075,3907.281863903398,1,0,1
26,66.40004281964264,1723.4503205051726,0,0,0
66,98.90961116487567,6620.601342856347,1,1,1
40,80.28928826054353,3123.1470640273433,0,2,1
17,85.4220462029013,1431.114748541452,0,1,1
1,119.81999076656176,132.34796611306638,1,0,0
61,27.496004347001307,1658.459116700467,0,0,0
43,42.3009823533733,1963.2546147232574,0,0,0
42,60.78959373715468,2580.5974737845613,0,0,1
25,54.77824030488872,1317.2375494792443,0,1,0
39,22.16455613469836,747.5797214872205,1,0,1
35,29.177760647117584,1038.235415786708,1,2,1
3,88.09532914035762,226.50503123069586,0,1,1
44,107.93244633625606,4813.4725641092,0,2,1
51,71.42270112659776,3628.814479310967,1,2,0
12,73.9191079513633,858.6117133828832,1,2,0
19,45.50934328323794,835.4151645242716,0,0,0
44,96.78763636337113,4307.981458679794,1,2,0
59,95.17945873672564,5636.367217458511,0,1,1
49,78.83656892176566,3950.7897133560614,0,1,1
61,41.266428651134284,2506.496791909032,1,0,1
17,29.701821823708947,548.0449416057037,0,0,1
57,26.42385758571259,1550.1286866061998,0,2,1
55,79.26960666428778,4393.5190391890055,0,0,1
47,102.50353191428,4792.173109018828,0,0,1
12,105.83304317809248,1293.6669196393993,0,0,1
62,66.36220743434498,4109.594738926189,1,2,1
8,98.4271299306717,781.2412258907965,0,0,1
21,114.68801963410236,2368.1578977318864,0,2,0
70,47.517011248806796,3220.1738503549395,0,0,1
25,59.79603463807572,1557.3196841618021,0,0,0
12,113.14789925966807,1379.3527095803158,0,0,1
15,53.823096731728484,740.186539992081,0,1,1
59,111.38762903217963,6607.755635925998,0,0,0
26,118.10448622544658,3134.123416511123,1,0,1
26,86.18107285744247,2279.591266629312,0,0,0
47,101.68902895041683,4734.802451727945,1,0,0
32,94.95455642210852,3001.946210880683,0,1,1
10,89.95342576155238,872.1404568731514,1,0,0
16,50.69310729812325,854.1439570801626,0,0,0
71,25.70943379079437,1849.3177921048007,1,0,0
17,54.30517325196506,1062.7025263608152,0,0,1
23,86.69359852039067,1911.9085128830911,1,2,1
26,30.252919822780136,783.9459985638503,0,0,1
7,21.19179829782421,51.95482511760953,1,0,0
14,33.969237260293866,505.4017168808398,1,0,0
7,91.57359264107953,694.3598794199195,1,1,1
9,117.2793701656444,1127.6196373292069,0,1,1
48,118.30646996148205,5688.136662794378,0,0,0
59,69.3979149140188,3998.8115113807225,1,1,0
39,106.93523009923474,4167.966545329842,0,1,0
18,93.6826455751504,1708.1271150539253,0,0,1
59,70.10402369846034,4085.8800854749525,0,0,1
17,77.27605329550867,1300.4439728475254,0,1,1
14,33.72271466168711,408.26552353381715,0,1,1
31,113.7661460616592,3496.115301443542,0,2,0
24,55.19297707317768,1370.25477822643,0,0,1
60,64.61492564571695,3910.9036860825813,0,1,0
45,87.16602309978987,3852.7100640187223,0,0,1
3,53.39024715265539,124.92148407606291,1,2,0
37,45.425916098893055,1683.61349489783,0,1,0
43,83.10493932702207,3584.838606989342,0,1,1
40,22.498408228184946,866.7915413001006,0,0,1
55,92.07251120266788,5087.810988812814,1,0,0
39,71.40233698765098,2782.9270314926503,0,1,0
15,80.57537305209344,1079.7991074383738,0,0,1
4,83.18801592468851,304.168547334919,0,0,0
25,72.70501564925637,1787.6141047258807,0,0,0
13,78.25337774407359,1051.2075956924436,0,0,0
33,88.37882008898745,2951.3040247954887,1,1,0
16,95.31188471796742,1441.3850169410846,0,0,1
42,92.74523912861206,3917.2236312515347,0,0,1
66,106.96164577322617,7055.770428762893,0,0,0
55,38.94434331674027,2148.260102826952,1,2,1
42,60.114796949179755,2494.1301209308635,0,2,1
34,114.7796066014457,3899.41512831077,0,0,0
30,59.65905743863297,1847.288064287906,0,1,1
13,32.487007690592264,427.94038793227065,0,0,0
13,72.54451263621795,940.9573289899387,1,1,1
18,30.949097255446215,533.1235818882211,0,1,0
32,40.28532387278652,1341.7431606163668,0,0,0
39,119.83187565709567,4609.40375979337,0,0,0
46,74.1362638396132,3370.1696565330617,0,1,1
29,48.4058389040429,1336.858759127975,0,2,1
62,119.4774954573906,7417.638977110726,1,2,0
62,116.65589185551433,7291.65267536266,0,1,0
57,64.07390410842635,3635.7727633018294,0,0,0
16,46.04031087879084,683.1746973219105,0,0,1
56,103.839963809219,5896.860297501513,1,2,1
10,91.56207169717858,938.1848703042058,0,0,1
30,88.69414350035103,2674.7005121922452,1,1,0
25,109.31137413224725,2723.2748211975313,0,0,0
5,88.94171338713247,478.15927552853645,0,0,1
65,48.37979430415491,3157.779407984003,0,0,1
49,89.38631618757323,4355.866071772119,0,2,1
3,50.58135112836639,136.05392204445613,0,0,0
45,95.92389796569951,4265.581068405826,0,1,1
14,81.9747854491566,1090.4187369118176,0,2,1
30,27.741155198475056,817.40204619941,0,2,1
68,71.2835362435142,4904.99120917354,0,0,0
18,54.330096919574096,926.2335839442667,0,1,1
62,52.85706327322943,3318.9564244030953,1,2,0
37,80.22563023772572,2928.4015761130117,0,0,1
25,52.23248244694249,1216.4819075386774,1,1,0
48,97.68937482048727,4716.419979312843,0,0,1
65,27.079143601117444,1841.582738451373,0,0,0
53,86.03882523958255,4517.270983684474,1,0,0
15,100.91948036567412,1435.2986600401036,0,1,1
49,87.283168992043,4299.621018164108,0,1,0
68,69.72291950199957,4694.99981636237,0,0,1
12,115.03070137361811,1407.2007454069637,0,2,1
59,49.99384897980636,3007.211069518767,1,0,1
37,21.916788752497776,827.4520586225644,1,1,0
61,63.198937146344086,3895.623581344263,0,2,0
43,23.301193590032725,1042.781932053142,0,0,0
70,115.39367525264088,8127.054603293793,1,1,0
39,40.99180457480515,1600.940916795275,0,1,0
56,98.89270239488795,5576.945155483408,0,1,0
63,97.45720831743648,6148.024211306314,0,0,0
46,41.772889968293356,1941.1189471382556,0,0,1
11,82.12265304801673,1055.9347495241154,1,1,1
62,24.807896848645022,1550.1696307952748,0,0,0
25,68.35745857038674,1634.0484676195003,0,0,0
71,21.464712727248674,1514.123644758774,0,2,1
52,112.11438801808418,5814.421889158264,1,0,1
4,117.60860241995717,457.19472959209793,0,2,1
59,42.22827666385852,2539.140444480301,1,0,1
20,40.81060345963728,872.741639075947,1,1,1
63,95.37201765621296,6003.155350206547,0,2,0
54,45.33793988293345,2378.65503625246,0,2,1
57,109.5076559161845,6246.891165981672,0,0,1
41,77.39291361229823,3145.940020999444,1,2,1
3,55.077762301031214,175.7535226016596,1,0,1
6,103.26937463494201,613.5681532001565,0,0,1
5,69.34067004133952,407.52123112675196,0,1,0
5,111.16329137084756,569.5568591774327,0,2,0
54,112.8014236729381,6064.267296127582,1,2,0
47,36.54201521284094,1648.1981026343317,0,0,0
49,20.232340613193028,988.9839818515388,0,1,0
9,118.39309401424022,1063.3159784308511,0,2,1
20,110.61375361274794,2199.1520348197755,0,0,1
61,25.544523570384143,1596.982125363611,0,1,1
35,103.30342639410699,3546.480999241866,0,0,1
50,65.78049325592066,3250.897459619054,0,0,1
62,45.89616050249752,2848.2078311291534,0,1,1
17,107.87465236769299,1805.893679303032,1,0,1
3,39.66672323903073,101.16470780827152,0,0,0
32,114.7299999420067,3668.3474297510056,0,0,0
13,40.56214876993411,561.6061806798248,0,1,1
68,81.36831877287435,5528.016993877969,0,0,0
14,42.30863345289748,493.8366455229739,0,0,0
11,74.56686649686347,790.0956810146125,1,1,1
56,88.39751299151413,4975.049941289796,0,0,0
67,39.022793082013756,2652.6608184332495,0,2,0
29,72.08857827006793,2131.461663740775,0,0,1
9,66.9059744390119,657.2126534492102,0,0,1
67,27.103742140334123,1821.8725872568857,0,0,1
25,101.8307817675303,2558.92779323174,1,0,1
42,53.56824006428417,2199.170655386956,0,2,1
9,77.45821975518795,588.3952121574644,0,0,0
40,71.47842349331344,2788.257810553643,1,1,0
25,71.32605045704423,1748.059383841584,0,0,0
5,30.722239420848744,85.6259695377032,0,1,0
11,62.34820092493328,671.183863171259,0,2,0
59,65.23667592065702,3825.8594662867013,0,0,1
38,93.36428403644484,3594.734144080007,0,1,0
5,104.00188319206985,471.5525915709559,1,2,0
48,74.4982278100018,3582.944030739284,1,1,1
18,28.678295406499046,495.2209326461408,1,0,1
70,43.684947059654625,3007.6173658594803,0,0,0
37,36.49340268527311,1313.8703266567004,1,0,1
60,32.46150631891247,1845.1273938807358,0,2,0
48,56.58992986178076,2753.733974710158,0,1,1
28,42.9393502154382,1272.414868719671,0,2,0
69,41.83031118115123,2872.918165647379,0,0,1
40,25.469317457626765,1020.2258026747862,1,0,1
45,21.767004479543388,964.7223095591595,0,0,1
62,30.27682426497818,1836.1585403521442,1,0,0
58,37.219747942363306,2193.9905236676154,0,0,0
67,63.098372884820314,4243.544399540542,0,0,1
56,71.05202612988447,3833.3067443045747,0,2,1
40,34.059191817336554,1310.6371353230065,0,0,1
40,62.478334152418626,2396.4803036185435,1,0,0
33,54.17488423259273,1865.5418969449893,0,2,0
6,38.3423643497956,221.46274747648664,1,2,0
19,20.684074814836354,405.0324995667047,0,0,1
40,66.70178665217418,2650.406709332956,0,2,1
59,88.56517492651993,5280.48015697918,0,0,1
59,42.6277334143807,2558.071530078183,1,0,0
48,33.180682989667936,1581.8988243530353,0,2,0
41,108.70427444469618,4542.774905016305,0,1,0
13,47.502477248779776,626.7981113457809,0,2,0
45,42.36126197926647,1833.2505353100503,0,2,0
53,105.70969396099159,5607.6147168082325,0,0,1
42,101.71070991667612,4297.721849386712,0,1,1
63,64.83464705246337,4077.9215266777783,0,0,0
27,68.92388614277745,1840.370773592843,0,0,0
38,41.774870483402196,1675.663144180782,0,0,1
60,27.830167047955747,1610.5168999415785,0,0,0
7,77.34318253556611,403.2165864934653,0,2,1
5,29.834492159021313,230.1251623415988,0,2,1
45,64.92745469566498,2860.4330915004416,0,1,1
58,114.04971985130108,6600.552849450552,0,0,0
31,115.28343891705843,3554.914998675699,0,1,0
23,43.933228654735856,1072.0516835938506,0,1,0
42,82.41134200456544,3533.019183173092,0,2,1
10,67.40762641078577,609.4574914025981,0,0,1
32,107.5685127586106,3510.037889684809,0,0,0
53,47.143086427605326,2565.504096473891,1,2,0
30,20.370240683241686,612.0749675434992,0,2,0
39,36.25612059314151,1460.6158308985118,0,0,0
31,54.952280116939804,1755.1621813223717,0,0,0
2,51.57211297704886,90.52283339280275,0,2,0
12,99.1362919122886,1181.7571750699472,0,1,1
39,88.05606661388379,3463.653000295189,1,1,0
66,49.95563196148973,3215.6454611265312,0,0,1
13,65.77438171662133,837.376628990348,1,0,1
46,29.55591039583352,1299.5539408931745,0,0,1
27,109.81464448201008,3036.1743111642236,1,1,1
17,113.54248244485342,1911.9430703373919,1,0,0
60,117.98035353809381,7092.639898440296,0,0,0
64,106.85528307858377,6827.817520230736,0,0,1
35,37.39608876962255,1294.6889026638776,0,0,1
70,24.619648320162884,1733.923696790733,1,0,1
30,77.9596727412674,2302.257998997915,0,0,1
71,111.26050268831104,7889.571573296705,0,2,0
63,37.73513616597428,2367.0214285946254,0,0,1
28,20.704291462414186,558.5593959541827,0,0,1
60,100.54960460322444,6052.529121580728,1,0,1
37,27.6795684286734,1001.7942352601916,0,2,1
22,61.37060319100304,1430.709019322665,0,0,1
68,87.8887337188785,6007.882098285764,0,0,1
20,43.679758545618014,806.1296681752901,0,0,1
68,28.396256344672672,1958.4893286396727,1,1,0
64,97.00212284558286,6173.661877241908,1,1,0
17,83.01750848870415,1418.0821530782432,0,0,1
12,118.84904844868048,1389.6288093527983,0,0,0
22,54.43080333199593,1087.7574789351015,1,0,0
17,26.17623862901997,443.9093820469198,0,1,0
10,93.43500353352958,862.6292473928979,0,1,1
65,72.17334188532456,4712.252991982663,0,0,1
22,41.3203931389135,917.7878903464231,0,1,1
50,98.17289890047594,4878.450717826768,0,0,1
14,40.37554858499438,656.5345320911207,1,1,1
64,46.06616548329366,2886.270217565575,0,1,1
47,29.252855436671915,1343.6673229607718,0,2,1
29,59.94322790308544,1682.3190300702904,0,0,1
36,61.89292239374189,2330.211007787669,1,1,0
52,71.45617903482984,3783.333516893456,0,0,1
7,90.89642671237775,565.1688937701226,0,0,1
29,110.61009286804259,3166.4136410905558,0,0,1
11,33.77340988878086,331.9245758538346,1,0,0
33,25.434809834865707,811.8123736624256,0,0,0
6,21.85312335943333,78.97970746493425,0,2,1
32,34.36213780688163,1069.3008579696477,0,1,0
51,85.79494857816259,4425.785990939292,0,0,1
58,92.74770779964966,5476.712669183629,1,0,0
26,98.65057135281222,2487.6949462292464,0,0,0
46,44.37082119043427,1989.0024185966158,0,0,0
29,50.58948132615199,1477.7729306774195,0,0,0
4,68.31346455654995,194.23857624539724,0,0,1
13,26.31830968602265,354.10962698785573,0,2,1
39,81.1141523211246,3190.457079880346,1,1,1
15,118.37350336757578,1810.6351780149855,0,1,0
29,56.08063113780025,1651.9455293210192,0,2,1
29,95.2847475091384,2736.4952504071935,1,0,1
32,70.00339155696079,2231.02505174941,0,0,1
2,32.781184436038274,6.5859895649117774,0,0,1
47,78.22374488025864,3699.732942104037,0,1,0
22,49.9874268444065,1179.8914039336992,1,0,1
27,23.440320845345823,655.9987077777066,0,0,1
67,83.49297301177438,5559.279154997531,0,2,1
56,105.89323493247277,5979.760748853436,0,0,0
21,54.47697668998742,1262.2988452286825,0,1,1
47,59.02955472127705,2786.5465604807023,0,2,1
59,109.10216829672115,6464.751571699281,0,0,0
6,101.36088133673559,642.0503427237157,0,2,1
19,91.49528235517771,1658.1875014557895,0,1,1
57,44.8797063753148,2537.5871547586794,1,2,1
69,111.02166549666445,7634.801598193324,0,0,1
3,35.4415757539213,148.0680597065613,0,2,1
1,82.67705194172218,118.59551733642627,0,0,1
58,22.88011805465187,1321.010010033161,0,1,1
38,84.37198063249458,3177.4413610843585,0,0,1
15,47.71443518733598,631.3867298247005,0,0,0
34,64.967697718372,2208.131095994235,0,0,0
61,54.52645520570531,3278.3853618090825,0,0,0
35,37.27567562462099,1250.723579882829,0,0,1
64,82.19807900938741,5306.990494806923,0,0,1
25,108.19755551406074,2746.0348776038577,0,0,1
24,115.90842422824034,2757.372473572793,0,0,1
12,39.234636315391505,392.3634217193164,0,0,1
18,91.73727740629734,1609.9804143011668,1,0,0
15,86.43393666056822,1346.171747974883,1,2,1
27,54.33777895745725,1490.5059627001579,0,1,1
60,21.909919935372585,1291.0049562512372,0,0,1
46,88.97912473128662,4095.9773964830297,0,1,0
17,114.54948605595001,1843.6001670533092,0,1,1
53,83.21201219156514,4302.710426801213,1,0,1
8,63.52927241876341,607.0905053761602,0,0,1
27,72.51538941116283,1983.2418250183791,0,0,0
46,39.962880765991756,1838.3756184485835,1,2,0
50,95.05441637537376,4732.873009568275,0,0,1
71,94.64198300098491,6631.4890935933545,0,1,0
3,34.55173003874249,153.31589649053194,0,0,1
64,107.7978382499659,6842.217209841298,0,1,1
44,46.91897394733053,2099.6439859492175,0,0,1
53,118.22560609366148,6272.557161241187,1,0,1
24,58.290301403724584,1396.3625104832156,0,0,1
60,37.78840587344996,2202.1860364537674,0,2,0
3,55.17201113456523,101.06353317006541,1,0,1
20,64.01803286971932,1299.8573767100158,0,0,0
46,26.930777303829483,1242.7765971971571,0,1,0
15,77.82183812232896,1169.6859254981034,0,1,0
25,79.76324398689003,2008.3831792979352,0,0,1
71,93.89304553494722,6569.5690584749,0,0,1
17,22.91698922907433,440.3460088912879,1,0,0
9,74.12382144338301,649.3194059597292,0,0,0
38,25.290743327066437,1019.5304975345465,0,2,0
48,90.11442199666534,4225.076055600644,0,0,1
60,25.57279857009845,1562.8192144822785,1,2,0
63,111.17278483416327,7031.864409441999,0,0,0
2,90.20825668844965,106.10987970906645,1,0,0
11,70.73897650851572,746.1659357135661,0,1,1
64,64.15039232811749,4052.6497892020093,1,1,0
21,33.06726304132624,737.5731549931137,1,0,0
18,49.09993895646631,899.2433253608557,1,1,1
64,106.89591050208962,6921.280713428823,0,1,0
38,110.4452811562494,4207.068380651574,0,0,1
32,20.074770837053105,679.0048761301773,0,0,0
11,79.41363914775513,932.1505676943318,0,0,0
45,91.93006090251136,4164.574076938398,1,1,1
33,81.87469824576063,2682.6558819625116,0,0,0
41,28.167976486635396,1126.3723136889744,0,1,0
8,41.77248987989022,330.19324766269494,0,1,0
11,45.03402673813861,535.2034836100293,0,1,1
51,103.17246313050897,5223.49046656331,0,1,1
41,66.31994363089206,2751.725365175559,0,0,0
17,68.68282119412368,1183.739576215618,1,2,1
46,113.48930465545085,5157.842707990765,0,1,1
32,83.70858888547156,2708.8516072946113,0,0,1
54,109.86677015526638,5939.901639027002,0,1,1
20,65.6508855341533,1285.4915001235513,1,1,0
33,34.943625851829424,1159.5110817460845,0,0,0
40,112.99355940740857,4494.159825132139,0,0,0
32,65.87051156675383,2120.2399733706116,0,0,0
2,38.16314218788219,67.92826589343674,0,2,0
33,50.23957403039222,1581.4097314024625,0,1,1
30,25.080258968894224,745.5059879727147,1,0,0
33,66.83005914563851,2183.2577570345306,0,1,1
26,105.31281719102365,2769.9125646815546,0,0,1
22,113.35804560066893,2537.8654280120036,0,0,1
66,113.26022075036437,7449.724481432522,0,0,1
38,32.52300256287467,1196.40432355995,0,1,1
46,58.205388251105695,2593.440157162914,1,2,0
15,22.822875965070637,301.64128332518914,0,2,1
44,105.51653449714728,4626.564079154867,0,0,1
49,55.87557620212738,2670.9400670965306,0,1,1
61,83.11170278922347,5114.470699759142,1,2,0
67,91.48984380772886,6142.927633139869,0,0,1
6,62.98446697431554,371.8859661448983,0,1,1
9,50.6442336550243,454.96453767546194,0,2,0
6,116.22129101159447,712.6299937488225,1,1,0
32,116.44882250238543,3758.017068969809,0,0,0
41,48.94363680300219,2047.139490765453,0,2,0
8,67.96250967444581,528.2435276299125,1,2,0
50,117.28441586600223,5857.124045960897,0,1,1
62,20.486840765550323,1278.8326327613281,0,0,1
62,61.26782483791492,3789.4670735514933,0,1,1
7,30.045754968096844,253.93615557102143,0,0,1
4,70.91579655626026,345.0293081319459,0,0,1
6,22.466995454048714,152.00563845070036,1,1,0
58,60.68984313906279,3474.60132000098,1,2,1
22,42.06990747853351,950.9580205693409,1,2,1
26,73.33083624587408,1925.7866951032672,0,1,0
3,119.59936491006997,309.19599346433506,0,0,0
41,100.05361051267477,4121.328028986101,0,0,1
60,104.56420916244214,6246.6430238142275,0,2,0
14,83.52649873590809,1206.6756730565776,0,1,1
12,24.155984827225858,314.8853440167103,0,2,1
12,40.67976760441441,499.30653819475907,0,0,1
13,112.5064556447055,1464.51126007563,0,1,0
25,56.61131179287512,1308.614191155061,1,2,1
45,30.363672648079557,1305.6515139307132,0,0,1
19,90.2405365866202,1708.0301341562902,0,0,1
55,49.945772393425464,2822.9866590285774,0,0,1
45,46.88569129041717,2138.0901614754116,0,2,1
8,119.79774555582604,1049.084280899554,0,1,1
53,105.81389250266544,5612.28566232398,0,1,1
55,60.793781836784106,3342.1154628318623,0,0,1
32,118.02612078164991,3848.092124342149,0,1,1
51,85.01132234192136,4327.616724196022,1,1,0
44,94.20224518797602,4095.5752929468854,0,0,0
70,23.15130430822116,1636.4290074563494,0,2,0
18,32.16052593480571,635.0151659261226,0,0,1
22,83.30851264962384,1791.4899026376638,0,0,0
37,109.90239826494839,4095.840912786992,1,0,1
56,82.37437260875956,4608.303040657319,0,0,0
59,33.40248943189918,1993.3143657104042,0,1,1
3,31.576004624632464,110.40470772615231,0,0,1
28,104.41858958240816,2903.0052887256375,1,2,0
35,33.93023387079143,1182.248792425273,0,0,0
61,72.02319605040253,4375.753567737865,1,0,1
54,23.71133199623023,1286.3493387984186,0,1,1
63,28.066976739117738,1725.9146744974394,1,1,1
7,87.23482676428648,580.2895405752641,1,0,1
49,88.91814104275167,4336.290890818867,0,2,0
31,54.14694066084424,1698.140305767241,0,1,1
58,41.56097652430448,2339.759941945251,0,0,1
61,101.3710270757308,6178.276169877532,0,0,1
24,41.71032294698904,965.6373008500609,0,0,0
20,74.20270696663798,1463.4835436485128,0,2,1
37,116.82088408629055,4289.364251316995,0,0,1
4,34.78524378623838,148.869574190769,0,0,1
20,114.08762674947089,2273.8968702434727,0,0,0
60,38.289305306866865,2332.9388295947415,0,0,0
24,76.74432080232296,1861.950269526583,0,1,0
50,57.70077119587446,2808.1862555742205,1,1,0
49,116.4928601501826,5660.15019449418,1,0,1
51,47.35420290019369,2406.4089836036774,1,0,0
36,59.96580020857537,2156.6220478085593,0,0,1
66,118.28601178554204,7763.287739358484,0,1,1
34,73.64703911884732,2569.198048566536,0,2,1
36,70.26301156212534,2572.702803275124,0,0,0
6,45.77784882039913,192.43005079751697,0,0,1
39,90.13635603104414,3532.589203228646,0,0,1
42,21.437295177777763,898.0765706305438,1,2,1
58,24.95126297022935,1509.3670043018653,0,1,0
12,79.93585871358027,880.7361081857816,0,0,1
3,54.16745738184541,265.49511270753874,1,0,1
18,115.33163722009606,2033.8221868817313,0,0,0
40,110.31906907227857,4431.6891038377435,0,1,0
21,91.37062586767073,1888.465294375802,0,0,0
15,101.81455811278013,1508.4104257536508,1,0,1
26,86.73318496676933,2170.5919096619905,0,1,1
8,32.558210271016065,320.3100203639566,0,0,1
42,96.55433696892027,4041.799785082576,0,1,1
44,41.01919687188464,1794.7617667279403,0,0,1
14,52.344285510019674,848.4440924160793,0,1,1
2,101.92342121024203,251.81897787031343,0,0,0
37,73.65256083934483,2691.7266872471428,0,2,0
69,105.99407141834092,7283.0781328472995,0,0,1
38,41.30353198432642,1582.5242759341472,0,0,1
41,80.77784386068872,3350.428093963926,0,2,1
62,28.379097254826164,1847.1261322896291,0,2,0
60,84.30609935400297,4977.960993300737,0,0,1
14,96.25340377755347,1383.8986182534527,0,2,1
2,78.49308939787217,201.36964436749668,0,0,0
70,46.62315014988103,3224.1451679249026,0,1,1
17,23.13426688588667,375.26954198370936,1,0,1
28,31.944888396428578,812.9402928722117,1,0,0
66,82.23029790740262,5402.154977106011,0,0,0
35,113.44202168425137,3982.07546318492,1,1,0
5,40.65344039720064,282.9730750621044,0,1,0
65,93.50261491050988,6161.988242130575,1,0,0
40,106.64510632490415,4214.3392779154465,0,2,0
56,72.08821784475111,4109.833158298903,0,0,1
36,86.92657958436577,3031.8896022766253,0,0,1
45,101.50153166761481,4538.322429114252,0,1,0
23,46.06751577405936,1044.4623574495254,0,0,1
47,49.6895674268043,2347.9991385975195,0,0,0
31,20.062751662845617,627.2708185755585,0,0,0
11,116.30941308978025,1297.6884701984857,1,0,1
10,111.75448945963448,1108.397023320834,0,2,1
67,96.45682637594304,6510.586801607158,0,0,0
14,27.907602097664814,425.2982112378433,1,0,0
10,64.75028896995082,633.0247461271525,0,0,0
1,30.18917539715528,72.30885990667267,1,0,0
5,21.59202672627986,211.3819006574533,0,0,0
20,81.61829652125974,1598.703007685711,0,1,0
8,116.08294170801884,1012.4303594608544,0,1,1
43,110.28680234321502,4713.158734928245,0,2,1
1,89.67548149354043,160.1917792910653,0,0,1
57,29.664058416487144,1663.5545297221038,0,0,1
64,47.41640376723001,3072.9329623605336,0,2,1
28,52.005672688529096,1465.1404908087131,0,0,0
37,96.31500577455613,3474.392290262382,0,2,0
47,100.22491792351141,4806.348761029319,0,2,0
37,58.510612298992044,2120.1200556123035,1,2,1
49,61.78839966176097,2964.151617858448,0,0,1
44,24.450903927617134,1043.8678337815786,1,0,1
56,48.913671841876095,2865.7279848082176,0,1,0
28,65.128517717764,1760.912816718385,1,1,1
6,31.69830463852576,199.10200371533594,0,0,1
61,65.32674607550214,3928.773394288573,0,1,1
20,105.31758122578003,2058.7662126073533,0,0,1
2,78.13210197250532,76.29307548853312,0,0,1
37,27.89298550384123,1047.7988738320466,0,2,0
20,39.16713188302744,775.2816450981078,0,0,0
26,67.45443501585562,1697.2469982335817,0,0,1
29,56.148714982181204,1671.972907881177,0,0,0
1,55.87270195460987,104.80873771499719,0,0,0
35,72.92674481435901,2572.796998911604,0,0,0
70,78.43959215894574,5549.304948084909,0,0,0
59,99.6861570276191,5864.032751331292,1,0,1
69,54.096656346248466,3748.7880227203677,0,2,0
33,100.54662830405867,3300.7812511695342,0,2,0
51,53.86112291126325,2671.550612577542,0,0,1
12,25.54329889412338,317.48190677104844,0,0,1
20,75.41876510047912,1516.3091973283053,0,0,1
53,78.79023248948145,4174.372606545414,0,1,1
43,113.454024562186,4897.2168256861705,1,1,0
50,92.60613260624744,4700.901751997865,0,2,0
29,111.77726524944396,3231.319693154841,0,0,0
57,110.83472102430096,6269.720659923093,0,1,1
39,80.45741102582421,3125.451479534244,0,1,0
56,72.77620653364475,4068.625564215966,0,2,1
43,75.74409671635999,3306.175587500889,0,1,0
50,117.83308076772478,5896.987193552495,0,0,0
23,97.31676917469589,2180.876223117043,0,1,0
44,30.62659047923958,1387.8428742650863,0,2,0
38,97.84284067813999,3750.2843377090117,1,0,0
23,37.05380488982259,857.5926350541503,0,0,1
45,64.73505490056257,2960.489793707207,0,0,0
52,41.04596721765343,2190.1706458801477,0,0,0
50,88.95830655332298,4429.0433031518605,0,0,1
8,107.73097361930357,816.8397272789384,1,2,1
1,49.03618853666809,48.442367551605614,1,1,1
8,28.201074120818763,252.4391792383416,0,1,1
29,49.849309807496326,1440.3622374822253,0,1,0
5,87.23618579321943,386.7597498283123,0,2,1
47,52.876012755445,2493.306198131951,1,2,1
